Airfoil,Alpha,CL,CD,CM,CL/CD
n9,10,[1.50795301],[0.0131208],[-0.05664418],[114.92847045]
n9,15,[1.84627777],[0.02547086],[-0.0300925],[72.4858689]
goe178,-5,[-0.12951866],[0.00697754],[-0.08729079],[-18.56221204]
goe178,0,[0.45115652],[0.00616691],[-0.08984849],[73.15766502]
goe178,5,[1.01297876],[0.00565898],[-0.0904772],[179.00385052]
goe178,10,[1.53251464],[0.01275647],[-0.08823182],[120.13630935]
goe178,15,[1.88948771],[0.02448527],[-0.06480918],[77.16835614]
naca634221,-5,[-0.42176657],[0.00587355],[-0.02929186],[-71.80771774]
naca634221,0,[0.18443514],[0.0050714],[-0.03954716],[36.36772714]
naca634221,5,[0.78531447],[0.00599652],[-0.0494466],[130.96177723]
naca634221,10,[1.23208627],[0.012954],[-0.03671869],[95.11240151]
naca634221,15,[1.4779356],[0.03166722],[-0.01634788],[46.67083923]
goe323,-5,[-0.17014702],[0.00743714],[-0.05456695],[-22.87802514]
goe323,0,[0.41394816],[0.00610449],[-0.05477909],[67.81045785]
goe323,5,[0.98906172],[0.00589946],[-0.05764981],[167.65301993]
goe323,10,[1.53437004],[0.00956523],[-0.0584817],[160.41119841]
goe323,15,[1.90531179],[0.02346939],[-0.04851604],[81.18285557]
goe526,-5,[-0.13180768],[0.00636286],[-0.08437251],[-20.71515136]
goe526,0,[0.41421001],[0.00586813],[-0.07815849],[70.58633535]
goe526,5,[0.932625],[0.00621314],[-0.06798371],[150.10528832]
goe526,10,[1.42526995],[0.01132348],[-0.06017143],[125.86856645]
goe526,15,[1.73492947],[0.0208219],[-0.02837241],[83.32235829]
naca651212,-5,[-0.39400479],[0.00677503],[-0.03503048],[-58.15546215]
naca651212,0,[0.18515234],[0.00371036],[-0.04352032],[49.9014991]
naca651212,5,[0.74045549],[0.00775798],[-0.04703149],[95.44437095]
naca651212,10,[1.27205822],[0.0121079],[-0.0476908],[105.06022584]
naca651212,15,[1.6602164],[0.0220161],[-0.02928213],[75.40919368]
mh83,-5,[-0.12906319],[0.00751623],[-0.06508063],[-17.17125838]
mh83,0,[0.4625565],[0.00656947],[-0.0642813],[70.41001654]
mh83,5,[1.0386642],[0.00597394],[-0.06418884],[173.86571739]
mh83,10,[1.61186751],[0.00865316],[-0.06876665],[186.27502307]
mh83,15,[2.02768297],[0.01928224],[-0.05910393],[105.15805952]
naca652415a05,-5,[-0.26642794],[0.00694741],[-0.0518427],[-38.34923961]
naca652415a05,0,[0.31873946],[0.00407666],[-0.0613426],[78.18637309]
naca652415a05,5,[0.87312578],[0.00814675],[-0.06709141],[107.17479498]
naca652415a05,10,[1.3369504],[0.01408028],[-0.0598729],[94.95195283]
naca652415a05,15,[1.5838938],[0.03575205],[-0.04222698],[44.30218707]
fx78k150,-5,[-0.15316762],[0.00704983],[-0.07818902],[-21.72641799]
fx78k150,0,[0.43359042],[0.0041109],[-0.08859974],[105.47334803]
fx78k150,5,[1.01420148],[0.00518623],[-0.10016426],[195.55671107]
fx78k150,10,[1.34633704],[0.02144208],[-0.08289414],[62.78947856]
fx78k150,15,[1.58533658],[0.04355098],[-0.0659824],[36.40185851]
fx38153,-5,[-0.05418139],[0.00639842],[-0.11083419],[-8.46793427]
fx38153,0,[0.47899627],[0.00384971],[-0.1125878],[124.42386937]
fx38153,5,[0.92546796],[0.00796931],[-0.09472752],[116.12894571]
fx38153,10,[1.33237277],[0.01536473],[-0.07437195],[86.71629704]
fx38153,15,[1.62086984],[0.02963599],[-0.04713852],[54.69261649]
ah80140,-5,[-0.23806724],[0.00733792],[-0.04520487],[-32.44343617]
ah80140,0,[0.35256116],[0.00609718],[-0.0482979],[57.82368542]
ah80140,5,[0.93410616],[0.00484406],[-0.05288267],[192.83530477]
ah80140,10,[1.47093237],[0.01091385],[-0.05532293],[134.7766143]
ah80140,15,[1.75939299],[0.03554432],[-0.05198964],[49.49856976]
goe366,-5,[0.24906645],[0.00763674],[-0.15462854],[32.61425033]
goe366,0,[0.81286992],[0.00744064],[-0.1556492],[109.24738121]
goe366,5,[1.36028955],[0.00715792],[-0.15596596],[190.03971966]
goe366,10,[1.82241027],[0.0113679],[-0.14286993],[160.31189986]
goe366,15,[2.04697208],[0.02942109],[-0.10780732],[69.57499811]
s1210,-5,[0.55803778],[0.00711719],[-0.26203983],[78.40698519]
s1210,0,[1.15974245],[0.00682694],[-0.26792503],[169.87738416]
s1210,5,[1.68783358],[0.01044681],[-0.26005357],[161.56456234]
s1210,10,[2.13255468],[0.01613116],[-0.23834651],[132.20092028]
s1210,15,[2.22494001],[0.04088901],[-0.17088227],[54.41412989]
ah80136,-5,[-0.48349646],[0.00804027],[0.0160812],[-60.13435099]
ah80136,0,[0.10434449],[0.00544721],[0.01003746],[19.1555816]
ah80136,5,[0.6826685],[0.0041437],[0.0022037],[164.74854614]
ah80136,10,[1.26717915],[0.01318011],[-0.01822811],[96.14328862]
ah80136,15,[1.56187266],[0.03843314],[-0.02536235],[40.63869479]
nlf1015,-5,[0.20317937],[0.00618626],[-0.18267972],[32.84367533]
nlf1015,0,[0.78970363],[0.00422003],[-0.19542215],[187.13231721]
nlf1015,5,[1.23921421],[0.00830695],[-0.17775828],[149.17802322]
nlf1015,10,[1.52308555],[0.0197974],[-0.13581238],[76.9336311]
nlf1015,15,[1.78118898],[0.03997996],[-0.10873314],[44.55204406]
hq3011,-5,[-0.1485696],[0.00630363],[-0.08730331],[-23.56890267]
hq3011,0,[0.42017329],[0.00429459],[-0.09050268],[97.83776372]
hq3011,5,[0.96561303],[0.00692513],[-0.08946072],[139.43612331]
hq3011,10,[1.4631929],[0.01236446],[-0.08267833],[118.33857265]
hq3011,15,[1.78249219],[0.02461957],[-0.0542846],[72.40144114]
goe448,-5,[0.59782909],[0.00703388],[-0.23865198],[84.99273012]
goe448,0,[1.16221058],[0.00657997],[-0.24196122],[176.62854503]
goe448,5,[1.67756417],[0.00800929],[-0.23945708],[209.45241599]
goe448,10,[2.01804343],[0.0164101],[-0.21260464],[122.97570462]
goe448,15,[1.92602976],[0.06748181],[-0.15538792],[28.54146474]
ah81k144,-5,[-0.12311143],[0.00688881],[-0.08647835],[-17.87122747]
ah81k144,0,[0.46625761],[0.00423497],[-0.0963585],[110.09699846]
ah81k144,5,[1.03600717],[0.00560678],[-0.10473906],[184.77744894]
ah81k144,10,[1.41290447],[0.01781061],[-0.08795955],[79.32938224]
ah81k144,15,[1.66768128],[0.03863448],[-0.07018368],[43.16562274]
goe118,-5,[0.00395118],[0.03901665],[-0.10657059],[0.10126903]
goe118,0,[0.61562099],[0.00550265],[-0.12934758],[111.87710004]
goe118,5,[1.12853311],[0.00904166],[-0.12704145],[124.81475182]
goe118,10,[1.48647386],[0.02505988],[-0.10305495],[59.31687146]
goe118,15,[1.19333932],[0.16086185],[-0.09835315],[7.4184112]
sd7003,-5,[-0.36339969],[0.00619328],[-0.04200786],[-58.67643661]
sd7003,0,[0.19417966],[0.00513411],[-0.03942746],[37.82150352]
sd7003,5,[0.75048075],[0.00614289],[-0.0372827],[122.17065431]
sd7003,10,[1.27847907],[0.01082154],[-0.03244506],[118.14202713]
sd7003,15,[1.70095693],[0.02283358],[-0.01755475],[74.49366668]
naca64210,-5,[-0.39131795],[0.00650743],[-0.03735067],[-60.13400073]
naca64210,0,[0.18263753],[0.00382856],[-0.042911],[47.70391272]
naca64210,5,[0.73845143],[0.00739369],[-0.04489381],[99.87593458]
naca64210,10,[1.26885921],[0.01189515],[-0.04350911],[106.67034411]
naca64210,15,[1.69146865],[0.02236737],[-0.02984092],[75.62215623]
goe527,-5,[0.06136062],[0.00702798],[-0.11148203],[8.73090174]
goe527,0,[0.61705774],[0.00634922],[-0.10805718],[97.18634088]
goe527,5,[1.15599431],[0.00650915],[-0.10376364],[177.59527134]
goe527,10,[1.58739808],[0.01084165],[-0.08549816],[146.41667571]
goe527,15,[1.78097336],[0.03202062],[-0.05559764],[55.61957545]
e64,-5,[-0.05771637],[0.00546994],[-0.11837942],[-10.55154822]
e64,0,[0.4895661],[0.00454084],[-0.11607997],[107.81408368]
e64,5,[1.00333927],[0.00833851],[-0.10833925],[120.32601776]
e64,10,[1.46818085],[0.01677524],[-0.09399668],[87.52070192]
e64,15,[1.50745008],[0.05993658],[-0.05489977],[25.15075425]
usa40,-5,[-0.01691357],[0.00665092],[-0.11666766],[-2.5430421]
usa40,0,[0.5652667],[0.00642448],[-0.11798563],[87.98634447]
usa40,5,[1.13885972],[0.0070529],[-0.1194378],[161.47405162]
usa40,10,[1.66723767],[0.01026875],[-0.11490402],[162.36038063]
usa40,15,[1.96761391],[0.02391583],[-0.08097917],[82.27246508]
e211,-5,[-0.10124229],[0.00571209],[-0.11068769],[-17.72422506]
e211,0,[0.44024097],[0.00446851],[-0.10796617],[98.52065206]
e211,5,[0.96296293],[0.00814051],[-0.1019731],[118.29271435]
e211,10,[1.44621972],[0.01329046],[-0.09010162],[108.81637404]
e211,15,[1.71979495],[0.0261139],[-0.04833032],[65.85744351]
oaf128,-5,[-0.4718498],[0.00790645],[-0.02276693],[-59.67908722]
oaf128,0,[0.13805416],[0.00659693],[-0.0285546],[20.9270275]
oaf128,5,[0.7429785],[0.00819478],[-0.03403343],[90.66489832]
oaf128,10,[1.32402709],[0.01089982],[-0.0367417],[121.4723552]
oaf128,15,[1.85862274],[0.0177103],[-0.03550394],[104.94585829]
tsagi_r3a,-5,[-0.30440224],[0.00775155],[-0.02905223],[-39.26987394]
tsagi_r3a,0,[0.28112045],[0.00664913],[-0.02830253],[42.27927169]
tsagi_r3a,5,[0.85778936],[0.0059642],[-0.0287523],[143.8229717]
tsagi_r3a,10,[1.41868105],[0.00885051],[-0.02984933],[160.29366648]
tsagi_r3a,15,[1.89413093],[0.01741203],[-0.02332753],[108.78288466]
n0009sm,-5,[-0.52492325],[0.00614493],[-0.00776837],[-85.42376624]
n0009sm,0,[1.11022302e-16],[0.00470091],[-2.22044605e-17],[2.36172099e-14]
n0009sm,5,[0.52492325],[0.00614493],[0.00776837],[85.42376624]
n0009sm,10,[1.11804673],[0.0108349],[-0.00254883],[103.18938677]
n0009sm,15,[1.50906557],[0.01925199],[0.02306737],[78.38492516]
k3311sm,-5,[-0.17724268],[0.00658587],[-0.07870836],[-26.91255044]
k3311sm,0,[0.37929072],[0.00481402],[-0.07826851],[78.78885342]
k3311sm,5,[0.93925577],[0.00590099],[-0.08006698],[159.16929866]
k3311sm,10,[1.40783028],[0.01227686],[-0.06739934],[114.6734757]
k3311sm,15,[1.73215515],[0.02364246],[-0.04001795],[73.2646016]
ag38,-5,[-0.20946936],[0.00582374],[-0.04582173],[-35.9681765]
ag38,0,[0.35547829],[0.00476297],[-0.04748185],[74.63372915]
ag38,5,[0.90094463],[0.00742198],[-0.04600556],[121.38872426]
ag38,10,[1.43298794],[0.01286899],[-0.04414315],[111.35204354]
ag38,15,[1.82052624],[0.02545728],[-0.0242347],[71.51300044]
hs1620,-5,[0.02979416],[0.0074699],[-0.12843354],[3.98856378]
hs1620,0,[0.59696493],[0.00844222],[-0.13016106],[70.71181296]
hs1620,5,[1.09657129],[0.00989598],[-0.11881702],[110.80971895]
hs1620,10,[1.54143265],[0.01504114],[-0.10003208],[102.48109849]
hs1620,15,[1.90451299],[0.02693884],[-0.07837742],[70.6976557]
gu255118,-5,[0.1610501],[0.00740299],[-0.13495752],[21.75472929]
gu255118,0,[0.69702251],[0.00586633],[-0.13800008],[118.81756836]
gu255118,5,[1.3519274],[0.00554195],[-0.16365839],[243.94437353]
gu255118,10,[1.67908606],[0.01178157],[-0.1322709],[142.51798613]
gu255118,15,[1.45993871],[0.06296009],[-0.06698815],[23.18831894]
goe433,-5,[0.03417204],[0.0065557],[-0.13666402],[5.21256643]
goe433,0,[0.63617411],[0.00619992],[-0.1414211],[102.61010736]
goe433,5,[1.2182349],[0.00727907],[-0.1437072],[167.36144167]
goe433,10,[1.71552121],[0.01208797],[-0.13418621],[141.91966731]
goe433,15,[1.97508444],[0.02897869],[-0.1028751],[68.15644923]
tsagi12,-5,[-0.42400078],[0.00735729],[-0.00976596],[-57.63004432]
tsagi12,0,[0.08622249],[0.00512803],[4.95849181e-05],[16.81395981]
tsagi12,5,[0.59107993],[0.00515631],[0.01128308],[114.63226952]
tsagi12,10,[1.1603005],[0.01106151],[-7.39783557e-05],[104.89533448]
tsagi12,15,[1.50942504],[0.02155154],[0.02038929],[70.03792588]
ea61009,-5,[-0.56397395],[0.00658285],[0.00103741],[-85.67326651]
ea61009,0,[-2.22044605e-16],[0.00417578],[9.99200722e-17],[-5.31743802e-14]
ea61009,5,[0.56397395],[0.00658285],[-0.00103741],[85.67326651]
ea61009,10,[1.11308732],[0.01051593],[-0.00048553],[105.84774058]
ea61009,15,[1.59527736],[0.01939862],[0.00592535],[82.23663973]
c141f,-5,[-0.22869324],[0.00591591],[-0.07563891],[-38.65729151]
c141f,0,[0.3272343],[0.00621218],[-0.07321752],[52.67627114]
c141f,5,[0.85839098],[0.00730955],[-0.06790815],[117.43416937]
c141f,10,[1.3823677],[0.01102447],[-0.06158735],[125.39083684]
c141f,15,[1.80257486],[0.01761154],[-0.04086014],[102.3519403]
naca64208,-5,[-0.3880347],[0.00635583],[-0.03858183],[-61.05182103]
naca64208,0,[0.18136065],[0.00361333],[-0.04317281],[50.1920813]
naca64208,5,[0.73376118],[0.0071466],[-0.04448852],[102.67276737]
naca64208,10,[1.25525089],[0.01289513],[-0.04177829],[97.34300804]
naca64208,15,[1.65745525],[0.02795582],[-0.0278046],[59.28837237]
goe274,-5,[0.03759934],[0.00749923],[-0.11866952],[5.01376216]
goe274,0,[0.61066833],[0.00716959],[-0.12196641],[85.1747968]
goe274,5,[1.17148885],[0.00721732],[-0.12354509],[162.31622758]
goe274,10,[1.66633985],[0.0142721],[-0.11630357],[116.75508829]
goe274,15,[1.96597727],[0.02698599],[-0.08054187],[72.85176877]
goe222,-5,[0.38929752],[0.00664331],[-0.21183083],[58.59991009]
goe222,0,[0.98450413],[0.00616937],[-0.22011197],[159.5792761]
goe222,5,[1.49029208],[0.0091515],[-0.2137236],[162.8466859]
goe222,10,[1.89289054],[0.01578514],[-0.19295802],[119.91594748]
goe222,15,[2.02670421],[0.04486079],[-0.15113786],[45.177628]
clarkys,-5,[-0.50947011],[0.00765176],[0.01948338],[-66.5820434]
clarkys,0,[0.0318473],[0.0059424],[0.02427331],[5.35932848]
clarkys,5,[0.53876386],[0.00501801],[0.0359871],[107.3660316]
clarkys,10,[1.03826067],[0.00907165],[0.04322826],[114.45114661]
clarkys,15,[1.42864189],[0.02090474],[0.05151808],[68.34058495]
goe05k,-5,[-0.30259598],[0.03785335],[-0.06296277],[-7.99390176]
goe05k,0,[0.22107906],[0.00312905],[-0.05416481],[70.65369592]
goe05k,5,[0.68520553],[0.02752434],[-0.03054381],[24.89452838]
goe05k,10,[0.7775252],[0.12018588],[-0.0441756],[6.46935558]
goe05k,15,[0.87811749],[0.1995443],[-0.08279809],[4.40061418]
apex16_NASA_CR-201062,-5,[-0.12327236],[0.00635913],[-0.09792478],[-19.38510526]
apex16_NASA_CR-201062,0,[0.45675562],[0.00494284],[-0.10743595],[92.4076153]
apex16_NASA_CR-201062,5,[0.98216631],[0.00817199],[-0.10609313],[120.18694545]
apex16_NASA_CR-201062,10,[1.43739211],[0.01367574],[-0.09237335],[105.10527339]
apex16_NASA_CR-201062,15,[1.72544678],[0.02677204],[-0.05924579],[64.44957983]
ls413mod,-5,[-0.09889325],[0.00636401],[-0.09100763],[-15.53945844]
ls413mod,0,[0.51947604],[0.0051099],[-0.105542],[101.66073529]
ls413mod,5,[1.09384152],[0.00854215],[-0.10950492],[128.05222174]
ls413mod,10,[1.62492435],[0.01338591],[-0.1071343],[121.3906761]
ls413mod,15,[1.97950557],[0.02312614],[-0.07894477],[85.59601838]
goe504,-5,[0.03657099],[0.0074801],[-0.1110745],[4.88910656]
goe504,0,[0.54904344],[0.00615633],[-0.10258218],[89.18353159]
goe504,5,[1.02140637],[0.00670224],[-0.08830659],[152.39785725]
goe504,10,[1.50572919],[0.01164082],[-0.08576944],[129.3490637]
goe504,15,[1.55205802],[0.04418525],[-0.04547519],[35.12615754]
mh22,-5,[-0.42630626],[0.00808461],[-0.01856986],[-52.73060734]
mh22,0,[0.12233772],[0.00477781],[-0.01594015],[25.60540749]
mh22,5,[0.69402098],[0.00652475],[-0.0209853],[106.36747336]
mh22,10,[1.19122205],[0.0118361],[-0.01302056],[100.64310201]
mh22,15,[1.51179265],[0.03121939],[0.00665933],[48.42479351]
fx63143,-5,[-0.2131394],[0.00750491],[-0.05738086],[-28.40000338]
fx63143,0,[0.3639803],[0.00451394],[-0.06360957],[80.6347679]
fx63143,5,[0.94742609],[0.00548348],[-0.0719696],[172.77835937]
fx63143,10,[1.41511864],[0.01286886],[-0.0625338],[109.96454689]
fx63143,15,[1.62621626],[0.03338441],[-0.03354218],[48.7118468]
n64008a,-5,[-0.54413948],[0.00655785],[8.32798563e-05],[-82.97530082]
n64008a,0,[2.22044605e-16],[0.00357736],[-1.33226763e-16],[6.20693197e-14]
n64008a,5,[0.54413948],[0.00655785],[-8.32798563e-05],[82.97530082]
n64008a,10,[1.0708424],[0.01320521],[0.00117351],[81.09241242]
n64008a,15,[1.37939131],[0.03870941],[0.01649987],[35.63452032]
goe567,-5,[0.08250099],[0.00635024],[-0.14745703],[12.9918005]
goe567,0,[0.65905496],[0.00544378],[-0.14920461],[121.06558959]
goe567,5,[1.21718115],[0.00650449],[-0.14870835],[187.12937867]
goe567,10,[1.59598941],[0.01389731],[-0.11847202],[114.841582]
goe567,15,[1.81381151],[0.03285686],[-0.08506665],[55.20343697]
s6061,-5,[-0.37205788],[0.00697976],[-0.03608046],[-53.30522664]
s6061,0,[0.18737824],[0.00433435],[-0.03680144],[43.23097049]
s6061,5,[0.73573006],[0.00652429],[-0.03625895],[112.76776545]
s6061,10,[1.25134509],[0.01207581],[-0.03251464],[103.62408391]
s6061,15,[1.58798218],[0.02733383],[-0.00893225],[58.09584906]
fx84w218,-5,[-0.21582337],[0.00721132],[-0.06732113],[-29.9283968]
fx84w218,0,[0.36344303],[0.00567515],[-0.07298016],[64.0410941]
fx84w218,5,[0.93489139],[0.00624436],[-0.0774337],[149.71761202]
fx84w218,10,[1.29510202],[0.01214424],[-0.04909166],[106.64333778]
fx84w218,15,[1.52737029],[0.03305064],[-0.02974699],[46.21303439]
goe570,-5,[-0.06580294],[0.01243625],[-0.05827575],[-5.2912201]
goe570,0,[0.27757907],[0.0173252],[-0.03357541],[16.02169301]
goe570,5,[0.73289877],[0.02696562],[-0.0384499],[27.17900568]
goe570,10,[1.15022346],[0.04381232],[-0.0542486],[26.25342674]
goe570,15,[1.29681005],[0.08187062],[-0.05763401],[15.83974948]
n2h15,-5,[-0.4100091],[0.0081059],[0.00426862],[-50.58156498]
n2h15,0,[0.21888067],[0.00614571],[-0.016023],[35.61518126]
n2h15,5,[0.84329266],[0.00671329],[-0.03524138],[125.61546543]
n2h15,10,[1.16292011],[0.02772863],[-0.02626268],[41.93932923]
n2h15,15,[1.38690506],[0.04572573],[-0.00152927],[30.33095791]
naca2415,-5,[-0.3203032],[0.00653569],[-0.05145726],[-49.00830534]
naca2415,0,[0.25267389],[0.00567544],[-0.05298662],[44.52054956]
naca2415,5,[0.80656707],[0.00668911],[-0.05188794],[120.57917581]
naca2415,10,[1.32869077],[0.01102649],[-0.04636851],[120.49993614]
naca2415,15,[1.70792019],[0.01886013],[-0.02138617],[90.5571845]
hq1511,-5,[-0.34694345],[0.00647506],[-0.04521525],[-53.58151438]
hq1511,0,[0.21351056],[0.00407861],[-0.04619325],[52.34886989]
hq1511,5,[0.76100138],[0.00698701],[-0.04502763],[108.91660679]
hq1511,10,[1.27607827],[0.01134889],[-0.04018432],[112.44082618]
hq1511,15,[1.67619138],[0.01983078],[-0.02020072],[84.52471451]
e545,-5,[-0.21652241],[0.00751312],[-0.06997685],[-28.819234]
e545,0,[0.34281958],[0.00455938],[-0.07555145],[75.18991818]
e545,5,[0.89741522],[0.0065304],[-0.07864796],[137.42110234]
e545,10,[1.28241256],[0.01351987],[-0.05293491],[94.85392704]
e545,15,[1.54579164],[0.02880489],[-0.02674034],[53.66421552]
fx74130wp2mod,-5,[-0.07517558],[0.00672405],[-0.10027009],[-11.18010352]
fx74130wp2mod,0,[0.49093492],[0.00358095],[-0.10642327],[137.09628096]
fx74130wp2mod,5,[1.00510162],[0.00710699],[-0.10430143],[141.42430802]
fx74130wp2mod,10,[1.36159304],[0.01526436],[-0.07628567],[89.20076566]
fx74130wp2mod,15,[1.62351911],[0.03275844],[-0.05262739],[49.56032744]
naca4412,-5,[-0.08117903],[0.00614255],[-0.1030521],[-13.21584658]
naca4412,0,[0.49411022],[0.00564069],[-0.10538657],[87.59748522]
naca4412,5,[1.03993514],[0.0066063],[-0.10391284],[157.41561218]
naca4412,10,[1.52347593],[0.01248764],[-0.09289062],[121.99869519]
naca4412,15,[1.85399294],[0.02304984],[-0.06387693],[80.43408586]
fx76mp160,-5,[0.26864916],[0.00603366],[-0.18252341],[44.52509048]
fx76mp160,0,[0.8663911],[0.00539752],[-0.19136137],[160.51656973]
fx76mp160,5,[1.40504462],[0.00797661],[-0.19189358],[176.14567293]
fx76mp160,10,[1.77933272],[0.01576714],[-0.16621713],[112.85066379]
fx76mp160,15,[1.97388851],[0.03974435],[-0.13151445],[49.66463068]
goe648,-5,[-0.07670833],[0.00663211],[-0.08939718],[-11.56619638]
goe648,0,[0.45209823],[0.00660461],[-0.07947119],[68.45191613]
goe648,5,[0.97109002],[0.00682505],[-0.0684665],[142.28314988]
goe648,10,[1.497751],[0.01011195],[-0.06491371],[148.11691944]
goe648,15,[1.7084636],[0.02708264],[-0.02727445],[63.08334362]
goe439,-5,[0.00908751],[0.00724814],[-0.11296757],[1.25377138]
goe439,0,[0.55404293],[0.00564958],[-0.10902133],[98.0680112]
goe439,5,[1.09133099],[0.00593973],[-0.10612911],[183.73401989]
goe439,10,[1.54294868],[0.01345608],[-0.09175241],[114.66551324]
goe439,15,[1.74120058],[0.03343301],[-0.05222252],[52.08028871]
wb140,-5,[-0.16496723],[0.00713167],[-0.08231688],[-23.13162606]
wb140,0,[0.42257435],[0.00530046],[-0.0896086],[79.72401798]
wb140,5,[0.97163968],[0.00664959],[-0.09185698],[146.12018336]
wb140,10,[1.39474133],[0.01413082],[-0.07242879],[98.70208265]
wb140,15,[1.69194373],[0.02980106],[-0.04973669],[56.77461474]
goe795,-5,[-0.26865647],[0.00607723],[-0.06268091],[-44.20705031]
goe795,0,[0.27368204],[0.0048017],[-0.05855499],[56.99689272]
goe795,5,[0.83674327],[0.00698268],[-0.062849],[119.83128786]
goe795,10,[1.30543651],[0.01199343],[-0.04740446],[108.8459583]
goe795,15,[1.66305664],[0.0222275],[-0.01953359],[74.81977593]
goe408,-5,[-0.10235256],[0.00650438],[-0.08882969],[-15.73593403]
goe408,0,[0.39807068],[0.00581436],[-0.07508137],[68.46337756]
goe408,5,[1.09818643],[0.00725225],[-0.10769056],[151.4269354]
goe408,10,[1.53438465],[0.01265704],[-0.08639758],[121.22778839]
goe408,15,[1.78954546],[0.02144902],[-0.03861152],[83.4325111]
fx73cl2152,-5,[0.45328713],[0.00753454],[-0.22933971],[60.16119578]
fx73cl2152,0,[1.0570125],[0.00726054],[-0.23453245],[145.58317921]
fx73cl2152,5,[1.633251],[0.00831929],[-0.23510574],[196.32098583]
fx73cl2152,10,[2.122408],[0.0122031],[-0.22132783],[173.92373142]
fx73cl2152,15,[2.33315288],[0.02723854],[-0.16617221],[85.65631368]
rg14a147,-5,[-0.3579823],[0.00648871],[-0.04091858],[-55.17003679]
rg14a147,0,[0.17989121],[0.00416372],[-0.03696448],[43.20439293]
rg14a147,5,[0.71926892],[0.00668162],[-0.03389579],[107.6488906]
rg14a147,10,[1.22680827],[0.0119845],[-0.0279994],[102.36626693]
rg14a147,15,[1.5694606],[0.02947117],[-0.00391248],[53.25409951]
goe137,-5,[-0.12985213],[0.00727913],[-0.08055851],[-17.83896704]
goe137,0,[0.44608504],[0.00577905],[-0.08278825],[77.18998445]
goe137,5,[0.99558591],[0.00597316],[-0.08236476],[166.67668474]
